Sito,Id_prodotto,Url,Nome,Tipo,Tipo_specifico,Brand,Social,Descrizione,Genere,Colore,Eccentrico,Prezzo,Immagine,Fattore_tecnico,Tecnico,Fattore_ambientale,ecologico,prediction_tecnico
df sport specialist,98382074,https://www.df-sportspecialist.it/karhu-scarpe-synchron-ortix-f100275/,scarpe synchron ortix,scarpe,scarpe,karhu,no,"""LA NUOVISSIMA SYNCHRON 2020 OFFRE LE ULTIME NOVITA' IN FATTO DI CALZATURE TRA CUI UN INTERSUOLA AEROFOAM NOVA E TOMAIA IDEAL KNIT. SYNCHRON 2020 è PROGETTATO PER IL CORRIDORE CHE CERCA LA MASSIMA AMMORTIZZAZIONE E UNA SENSAZIONE DI MORBIDEZZA SOTTO I PIEDI SENZA COMPROMETTERE UNA TRANSIZIONE EFFICIENTE."", ""L INTERSUOLA AEROFOAM NOVA DI SYNCHRON 2020 OFFRE UNESPERIENZA DI AMMORTIZZAZIONE PIu' LUSSUOSA RISPETTO AI TRADIZIONALI COMPOSTI EVA PRESENTI NELLA MAGGIOR PARTE DELLE SCARPE. UN FULCRO COMPOSITO A FORMA DI PASTINACA INTERNA VIENE FATTO CADERE NEL MATERIALE DELLINTERSUOLA AEROFOAM NOVA CHE AIUTA IN MODO EFFICIENTE IL MOMENTO DI TRANSIZIONE ATTRAVERSO IL CICLO DELLANDATURA. LA TOMAIA IN MAGLIA IDEAL KNIT 2020 DI SYNCHRON SI ADATTA COMODAMENTE MENTRE FISSA LA PARTE CENTRALE DEL PIEDE. LAVAMPIEDE METTE IN MOSTRA IL CLASSICO PIZZO ASIMMETRICO SULLA PUNTA DEL PIEDE PER CONSENTIRE MICROREGOLAZIONI ALLA VESTIBILITà€."", UTILIZZO:, Running, UTILIZZO:, Asfalto, TIPOLOGIA:, Neutre, CF: F100275"", no, da valutare",uomo,nero,no,99.9,img_img98382074.jpg,,si,,no,si
df sport specialist,98366199,https://www.df-sportspecialist.it/la-sportiva-scarpa-mutant-w-26x618615/,scarpe donna mutant,scarpe,scarpe,la sportiva,no,"Mutant Woman è la calzatura da Mountain Running molto stabile e versatile perfetta per corse in montagna,  skyraces,  ed off-road trails su diversi tipi di terreno., La suola ultra aderente permette di affrontare al meglio superfici scivolose e di mantenere il grip su terreni cedevoli e fangosi grazie ai tasselli pronunciati. Il sistema di chiusura SpyralTongue™  combina i vantaggi di rapidità di calzata di una calzatura con costruzione a linguella tradizionale,  con quelli protettivi di una costruzione a ghetta,  evitando l'entrata di sassi e fango durante la corsa. Il sistema di allacciatura è integrato con la struttura della toamia grazie alla tecnologia FusionGate™  con rinforzi in alta frequenza applicati a fusione: tale soluzione permette di regolare i volumi ed il livello di aderenza al piede della calzatura per una corsa precisa e stabile anche sui traversi. Un concentrato di soluzioni tecniche che evolvono il modo di correre in off-road: questa è Mutant!, Tomaia:, Single mesh traspirante anti-abrasione + ghetta integrata, Fodera:, Mesh anti-scivolo, Intersuola:, MEMlex eva ad iniezione con inserto stabilizer, Plantare:, Ortholite Mountain Running Ergonomic 4mm, Suola:, Mescola FriXion XF ultra aderente, Drop:, 10 mm, + Rapida da calzare come una calzatura a linguella tradizionale,  grazie all'apertura a spirale della ghetta., #NOME?, UTILIZZO:, Running, UTILIZZO:, Sterrato, TIPOLOGIA:, Trail running, TIPOLOGIA:, Scarpe, CF: 26X618615""",donna,azzurro,si,109.9,img_img98366199.jpg,,si,,no,si
nencini,370491,https://www.nencinisport.it/it/diadora-l-super-light-ss-t-shirt.html,Diadora L. Super Light Ss T-shirt,maglia,maglia,diadora,no,"Nella stagione Primavera/Estate 2020, la collezione running di diadora pone l'attenzione sulla performance grazie alla linea estiva Super Light.
Tessuto dia dry
  Dettagli reflex luminescenti
  CONTINUA A LEGGERE",donna,blu,no,28,img_370491.jpg,,no,,no,no
nencini,328794,https://www.nencinisport.it/it/gore-r5-gore-tex-infinium-jkt.html,Gore R5 Gore-tex Infinium Jkt,maglia,giacca,gore,no,"Nuovi strati esterni ad alte prestazioni: felpa con cappuccio estremamente leggera, morbida, confortevole e calda, regola la temperatura corporea durante l'allenamento. Grazie al comfort elevato sulla pelle sarà presto la tua felpa preferita.
  Caratteristiche:
Cintura con coulisse
Nuova superficie idrorepellente permanente, morbida e silenziosa e backer testurizzato antiumidità
Nuova innovazione per soft lined shells: calore antivento, traspirante e leggero
Polsino con inserto elasticizzato
Tasca di sicurezza dentro la tasca destra
Lati senza cuciture per una maggiore libertà di movimento
Spalla senza cuciture per un migliore comfort quando usato con uno zaino
Logo e stampa riflettente
Cappuccio integrato con esterno elasticizzato
Zip frontale a tutta lunghezza con patella a tutta lunghezza
Tasche anteriori a entrata laterale con alloggio per zip
  Materiale :
Tessuto Principale Membrana WINDSTOPPER®
Interno in Shell
100% Poliestere
RIDUCI",uomo,nero,no,179.97,img_328794.jpg,,si,,no,si
decathlon,8402715,https://www.decathlon.it/scarpe-trail-donna-mt2-celesti-id_8402715.html,scarpe trail donna mt2 celeste-rosa,scarpe,trail,evadict,no,"la nostra equipe di appassionati di trail ha ideato queste scarpe per resistere ai tuoi trail ed ultra trail da 0 a 170 km, in montagna o su sentieri rocciosi.cerchi delle compagne di avventura per i tuoi trail in montagna? più leggere e più morbide, le mt2, degne eredi delle mt, ti seguiranno nelle tue evasioni con qualunque tempo e su terreni accidentati!i vantaggi
presa
maggiore aderenza grazie ai tacchetti di 5 mm.
ammortizzamento
più ammortizzamento grazie al k-ring e alla schiuma kalensole della suola.
stabilità 
stabilità  migliore grazie alla superficie d'appoggio della suola più ampia.
aderenza
gomma selezionata per offrire un'ottima aderenza.
calzata confortevole
confortevoli da 0 a 170km grazie al materiale traspirante e alla fodera interna.
comfort di utilizzo
adatte a tutte le falcate grazie al concetto k-only.informazioni tecniche
delle scarpe adatte sia per le lunghe distanze sia per le rocce
per accompagnarti nei trail di qualunque distanza, abbiamo ideato le mt2: delle scarpe adatte dal primo chilometro fino alla fine degli ultra trail! thierry, responsabile prodotto kalenji, le ha soprannominate C°«le avventuriere del trailC°»! affidabili, stabili e sicure, per tutte le distanze e tutti i terreni, le mt2 ti accompagneranno sui terreni di montagna più rocciosi e più accidentati!
una buona aderenza e ancora piãƒ™  tenuta
grazie ai vostri consigli e ai vostri feedback, abbiamo migliorato la gomma della suola e i tacchetti. e siamo molto felici di presentarti questa nuova suola che offre un'ottima aderenza anche sulle rocce bagnate o scivolose e conserva sempre un'ottima tenuta.
k-ring e kalensole: ti presentiamo un ammortizzamento efficace
il k-ring è un concetto esclusivo di ammortizzamento posteriore, sul tallone, che si presenta sotto forma di ciambella: il vuoto al centro permette la dispersione dell'onda d'urto.
la kalensole è una schiuma eva usata sulla suola intermedia. tre anni di lavoro per giungere ad una composizione esclusiva che permette di migliorare l'ammortizzamento del 34%, il ritorno di energia del 25% e di avere maggiore stabilità  alla temperatura e maggiore durata!
per runner fino a 75 kg.

vedi altri",donna,multicolor,si,80.39,img_8402715.jpg,,si,,no,si
sportler,10756200,https://www.sportler.com/it/p/x-bionic-energizer-mk3-lt-singlet-maglietta-tecnica-uomo-10756200?filterFarbe=Black,Energizer MK3 Lt Singlet - maglietta tecnica - uomo,maglia,maglia,x-bionic,no,"Maglietta tecnica da uomo senza maniche Energizer MK3 Lt Singlet di X-Bionic funzionale e versatile, uno strato base che gestisce ottimamente l'umidità e offre una sensazione di asciutto duratura.
struttura del tessuto THERMOSYPHON per un'ottimale gestione dell'umidità
canali di areazione AIR-CONDITIONING CHANNELS estremamente efficaci
SWEATTRAPS strategicamente posizionati assorbono l'umidità
AIRCOMPLEX ZONE per un'isolazione efficace
KIDNEY RIBS nella zona dei reni sensibili alla temperatura
girocollo
giromanica avvolgente e confortevole
taglio più lungo sul retro protettivo
vestibilità Slim Fit",uomo,nero,no,45.5,img_10756200.jpg,,si,,no,si
sportler,10780976,https://www.sportler.com/it/p/on-cloudstratus-scarpa-running-neutra-donna-10780976?filterFarbe=Black,Cloudstratus - scarpa running neutra - donna,scarpe,scarpe,on cloud,no,"Scarpe running neutre da donna Cloudstratus di ON offrono supporto e stabilità e sono create per le runners più esigenti alla ricerca del perfetto equilibrio tra ammortizzazione, leggerezza e reattività. La soletta dona una calzata confortevole, sostenendo l'arco mediale senza però influire sulla leggerezza complessiva della scarpa, mentre il doppio strato di elementi ammortizzanti CloudTec nell'intersuola garantiscono falcate fluide e andatura dinamica.
intersuola con doppio strato di elementi ammortizzanti brevettati CloudTec in gomma rebound
studiata per assorbire gli impatti e restituire potenza e reattività a ogni falcata
tomaia leggera e adattiva per una calzata perfetta
allacciatura asimmetrica personalizzabile grazie ai doppi occhielli e al sistema Star Lacing
struttura flessibile per un'andatura dinamica senza costrizioni
la soletta interna sostiene l'arco mediale del piede offrendo maggiore stabilità
suola è realizzata con l'innovativa schiuma Helion™ che combina leggerezza, durata e innovativo ritorno di energia",donna,blu,no,179.95,img_10780976.jpg,,si,,no,si
sportler,10837103,https://www.sportler.com/it/p/nike-running-maglia-running-donna-10837103?filterFarbe=Black,Running - maglia running - donna,maglia,maglia,nike,si,"Maglia running da donna Women's Short-Sleeve Running Top di Nike leggerissima e traspirante, perfetta per macinare chilometri e chilometri, mantiene il corpo sempre asciutto e offre una sensazione molto piacevole durante le fasi di corsa più intense.
tessuto molto leggero e a rapida asciugatura
tecnologia Dri-FIT per una sensazione di freschezza duratura
inserti di ventilazione in mesh laterali
cuciture piatte anti-sfegamento
girocollo ampio
elementi riflettenti
taglio più lungo sul retro protettivo
vestibilità Regular Fit",donna,nero,no,28,img_10837103.jpg,,si,,no,si
df sport specialist,98393048,https://www.df-sportspecialist.it/salomon-scarpe-speedcross-gtx-w/,scarpe donna speedcross gtx w,scarpe,scarpe,salomon,no,"""Versione più recente dellICONA per eccellenza"",  la SPEEDCROSS 5 GTX da donna ha una nuova costruzione in GORE-TEX con linguetta mobile che migliora il comfort e ottimizza il look generale e la sensibilità della scarpa,  ma conserva la sua rinomata aderenza, "" unammortizzazione straordinaria e la calzata precisa che ne hanno fatto una delle scarpe più apprezzate."", Protezione dalle intemperie, La nuova costruzione in GORE-TEX riduce il volume e migliora il comfort,  mantenendo al contempo una protezione completa dalle intemperie., Grip aggressivo, La suola ContagripÂ® TA ha una tassellatura aggressiva che fa presa su fango,  superfici bagnate o neve fresca., Calzata precisa, Dotata della comprovata calzata della Speedcross e di sistema di regolazione Quicklace™ ,  questa scarpa tiene il piede ben fermo avvolgendolo confortevolmente., Intensità di utilizzo Allenamento e competizione, Impermeabilità GORE-TEXÂ®, Terreno Terreni fangosi e morbidi, Calzata anatomica Calzata standard, Calzata biomeccanica Appoggio sul tallone, Sistema di allacciatura Quicklace™ , Differenziale (in mm)10, Peso (g)290, UTILIZZO:, Running, UTILIZZO:, Trekking, UTILIZZO:, Sterrato, TIPOLOGIA:, Trail running, TIPOLOGIA:, Scarpe basse, CARATTERISTICHE:, Goretex, CF: 409574""",donna,rosa,si,144.9,img_img98393048.jpg,,si,,no,si
nencini,341633,https://www.nencinisport.it/it/asics-silver-split-short-341633.html,Asics Silver Split Short,pantaloni,pantaloni,asics,si,"Che tu stia facendo una corsa leggera in solitaria o partecipando a un evento importante, questi pantaloncini da corsa sgambati ASICS da donna ti aiuteranno a dare il massimo. Mantenendo la temperatura regolata nelle giornate più calde, questi classici pantaloncini sgambati offrono un'ottima ventilazione e una vestibilità perfetta grazie al loro cordino regolabile in vita. Il logo a spirale ASICS riconoscibile conferisce a questi pantaloncini una finitura moderna per un look da allenamento invidiabile.
  CONTINUA A LEGGERE",uomo,nero,no,17.5,img_341633.jpg,,no,,no,no
df sport specialist,98383943,https://www.df-sportspecialist.it/sport-specialist-scarpe-df-new-trail-wp/,scarpe df new trail wp,scarpe,scarpe,sport specialist,no,"Scarpa da trail comoda e performante,  con suola tassellata semirigida adatta a tutti i tipi di terreno., UTILIZZO:, Running, UTILIZZO:, Sterrato, TIPOLOGIA:, Trail running, TIPOLOGIA:, Scarpe, TIPOLOGIA:, Calzature, CF: S51049D WP""",uomo,nero,no,29.9,img_img98383943.jpg,,no,,no,no
df sport specialist,98372180,https://www.df-sportspecialist.it/tecnica-scarpe-origin-lt-w/,scarpe origin lt w,scarpe,scarpe,tecnica,no,"Con la progettazione di ORIGIN,  Tecnica lancia una novità assoluta nel settore,  basata non solo sul genere ma anche sull'unicità delle caratteristiche fisiche di ciascun cliente. La calzata,  l'estetica e la risposta sul terreno sono studiate fin dall'inizio per soddisfare i bisogni e le esigenze sia dell'uomo che della donna. WS - Costruita sulla base del peso femminile,  al fine di offrire il giusto livello di ammortizzazione e sostegno. - Costruita su forme specifiche per il piede femminile,  totalmente personalizzabile per accogliere anche i talloni più sottili. - Progettazione specifica della tomaia,  con particolare attenzione alla conformazione del piede femminile., Tomaia: Tessuto in poliestere elastico con rinforzi in TPU laminatoe rivestimento interno in TPU personalizzabile, Fodera: Rivestimento in mesh traspirante, Suola: VibramÂ® Origin con mescola Megagrip, Intersuola: LT / XT intersuola da uomo in EVA a doppia densitàcon cambrione in TPU e piastra rialzata di protezione sull'avampiede, Plantare: Personalizzabile C.A.S. â€“ specifico da running, UTILIZZO:, Running, UTILIZZO:, Sterrato, TIPOLOGIA:, Trail running, CF: 21240000""",donna,nero,no,135,img_img98372180.jpg,,si,,no,si
nencini,357472,https://www.nencinisport.it/it/nike-wmns-element-top-hz-flash-gx.html,Nike Wmns Element Top Hz Flash Gx,maglia,maglia,nike,si,"Maglia running donna, con 1/2 zip.
Dettagli rifrangenti.
Fori per i pollici.
Tecnologia Dri-Fit, assicura pelle asciutta e comfort.
88% poliestere, 12% elastan.
CONTINUA A LEGGERE",donna,nero,no,66,img_357472.jpg,,no,,no,no
df sport specialist,98328249,https://www.df-sportspecialist.it/montura-maglia-donna-running-run-zip/,maglia donna running run zip,maglia,maglia a maniche lunghe,montura,no,"Maglia chiusa con zip corta donna in tessuto pile poliestere POLARTEC POWER GRID, peso 180 grammi,  Fianchetti e sottomaniche in tessuto jersey poliestere ,  Centro davanti con zip,  Polsi rifiniti con bordino elastico,  Capo ideale per varie attività\ aerobiche in clima freddo,  Fit ergonomico, Tessuto principale, POLARTEC - POWER GRID tessuto termoregolatore altamente traspirante dalla costruzione a griglia bi-componente brevettata,  per la massima gestione dellumidità\. Facile manutenzione e asciugatura rapida., Tessuto secondario, Jersey leggero e performante con ottimo recupero elastico multidirezionale,  grazie alla sua costruzione. Leggermente garzato a rovescio,  favorisce ottimo comfort a diretto contatto con la pelle risultando molto morbido al tatto., UTILIZZO, Running, CARATTERISTICHE, Manica lunga, TIPOLOGIA, Abbigliamento, SPORT, Running, TIPOLOGIA, Maglie manica lunga, TIPOLOGIA, Abbigliamento trail running, CF MMZR08W",donna,rosa,si,94.91,img_img98328249.jpg,performante,si,,no,si
